path,prob_fake
data\deepdetect-2025_dddata\ddata\train\real\65946.jpg,0.97558594
data\deepdetect-2025_dddata\ddata\train\real\65628.jpg,0.97509766
data\deepdetect-2025_dddata\ddata\train\real\07694.jpg,0.97460938
data\deepdetect-2025_dddata\ddata\train\real\41359.jpg,0.97460938
data\deepdetect-2025_dddata\ddata\train\real\46510.jpg,0.97460938
data\deepdetect-2025_dddata\ddata\train\real\50975.jpg,0.97460938
data\deepdetect-2025_dddata\ddata\train\real\40241.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\12991.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\30475.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\08787.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\56600.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\14021.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\17830.jpg,0.97265625
data\deepdetect-2025_dddata\ddata\train\real\54560.jpg,0.97216797
data\deepdetect-2025_dddata\ddata\train\real\22636.jpg,0.97216797
data\deepdetect-2025_dddata\ddata\train\real\65205.jpg,0.97216797
data\deepdetect-2025_dddata\ddata\train\real\03677.jpg,0.97119141
data\deepdetect-2025_dddata\ddata\train\real\28528.jpg,0.97070312
data\deepdetect-2025_dddata\ddata\train\real\57618.jpg,0.97021484
data\deepdetect-2025_dddata\ddata\train\real\62395.jpg,0.96972656
data\deepdetect-2025_dddata\ddata\train\real\17445.jpg,0.96875000
data\deepdetect-2025_dddata\ddata\train\real\04367.jpg,0.96875000
data\deepdetect-2025_dddata\ddata\train\real\48996.jpg,0.96777344
data\deepdetect-2025_dddata\ddata\train\real\10229.jpg,0.96728516
data\deepdetect-2025_dddata\ddata\train\real\29125.jpg,0.96728516
data\deepdetect-2025_dddata\ddata\train\real\02777.jpg,0.96582031
data\deepdetect-2025_dddata\ddata\train\real\17167.jpg,0.96533203
data\deepdetect-2025_dddata\ddata\train\real\61105.jpg,0.96533203
data\deepdetect-2025_dddata\ddata\train\real\25789.jpg,0.96533203
data\deepdetect-2025_dddata\ddata\train\real\43277.jpg,0.96484375
data\deepdetect-2025_dddata\ddata\train\real\42247.jpg,0.96435547
data\deepdetect-2025_dddata\ddata\train\real\27064.jpg,0.96435547
data\deepdetect-2025_dddata\ddata\train\real\09245.jpg,0.96435547
data\deepdetect-2025_dddata\ddata\train\real\65743.jpg,0.96386719
data\deepdetect-2025_dddata\ddata\train\real\14530.jpg,0.96289062
data\deepdetect-2025_dddata\ddata\train\real\20238.jpg,0.96240234
data\deepdetect-2025_dddata\ddata\train\real\48240.jpg,0.96093750
data\deepdetect-2025_dddata\ddata\train\real\59203.jpg,0.96044922
data\deepdetect-2025_dddata\ddata\train\real\43626.jpg,0.96044922
data\deepdetect-2025_dddata\ddata\train\real\21786.jpg,0.96044922
data\deepdetect-2025_dddata\ddata\train\real\09140.jpg,0.95996094
data\deepdetect-2025_dddata\ddata\train\real\42001.jpg,0.95996094
data\deepdetect-2025_dddata\ddata\train\real\28992.jpg,0.95996094
data\deepdetect-2025_dddata\ddata\train\real\33217.jpg,0.95947266
data\deepdetect-2025_dddata\ddata\train\real\06839.jpg,0.95947266
data\deepdetect-2025_dddata\ddata\train\real\63839.jpg,0.95898438
data\deepdetect-2025_dddata\ddata\train\real\44528.jpg,0.95898438
data\deepdetect-2025_dddata\ddata\train\real\14500.jpg,0.95849609
data\deepdetect-2025_dddata\ddata\train\real\65127.jpg,0.95800781
data\deepdetect-2025_dddata\ddata\train\real\68136.jpg,0.95800781
data\deepdetect-2025_dddata\ddata\train\real\29985.jpg,0.95751953
data\deepdetect-2025_dddata\ddata\train\real\26544.jpg,0.95751953
data\deepdetect-2025_dddata\ddata\train\real\22791.jpg,0.95703125
data\deepdetect-2025_dddata\ddata\train\real\02573.jpg,0.95703125
data\deepdetect-2025_dddata\ddata\train\real\31922.jpg,0.95703125
data\deepdetect-2025_dddata\ddata\train\real\19261.jpg,0.95654297
data\deepdetect-2025_dddata\ddata\train\real\41401.jpg,0.95605469
data\deepdetect-2025_dddata\ddata\train\real\63485.jpg,0.95605469
data\deepdetect-2025_dddata\ddata\train\real\63885.jpg,0.95605469
data\deepdetect-2025_dddata\ddata\train\real\24576.jpg,0.95556641
data\deepdetect-2025_dddata\ddata\train\real\18277.jpg,0.95507812
data\deepdetect-2025_dddata\ddata\train\real\14430.jpg,0.95507812
data\deepdetect-2025_dddata\ddata\train\real\08229.jpg,0.95458984
data\deepdetect-2025_dddata\ddata\train\real\27716.jpg,0.95410156
data\deepdetect-2025_dddata\ddata\train\real\01383.jpg,0.95410156
data\deepdetect-2025_dddata\ddata\train\real\59783.jpg,0.95361328
data\deepdetect-2025_dddata\ddata\train\real\57137.jpg,0.95361328
data\deepdetect-2025_dddata\ddata\train\real\52066.jpg,0.95263672
data\deepdetect-2025_dddata\ddata\train\real\16476.jpg,0.95263672
data\deepdetect-2025_dddata\ddata\train\real\49248.jpg,0.95263672
data\deepdetect-2025_dddata\ddata\train\real\59140.jpg,0.95263672
data\deepdetect-2025_dddata\ddata\train\real\10282.jpg,0.95166016
data\deepdetect-2025_dddata\ddata\train\real\02259.jpg,0.95117188
data\deepdetect-2025_dddata\ddata\train\real\11485.jpg,0.95117188
data\deepdetect-2025_dddata\ddata\train\real\17999.jpg,0.95068359
data\deepdetect-2025_dddata\ddata\train\real\43404.jpg,0.95068359
data\deepdetect-2025_dddata\ddata\train\real\67699.jpg,0.95019531
data\deepdetect-2025_dddata\ddata\train\real\57358.jpg,0.95019531
data\deepdetect-2025_dddata\ddata\train\real\64354.jpg,0.94970703
data\deepdetect-2025_dddata\ddata\train\real\61804.jpg,0.94921875
data\deepdetect-2025_dddata\ddata\train\real\39482.jpg,0.94921875
data\deepdetect-2025_dddata\ddata\train\real\22777.jpg,0.94873047
data\deepdetect-2025_dddata\ddata\train\real\56514.jpg,0.94873047
data\deepdetect-2025_dddata\ddata\train\real\26061.jpg,0.94873047
data\deepdetect-2025_dddata\ddata\train\real\13057.jpg,0.94824219
data\deepdetect-2025_dddata\ddata\train\real\64984.jpg,0.94824219
data\deepdetect-2025_dddata\ddata\train\real\00296.jpg,0.94775391
data\deepdetect-2025_dddata\ddata\train\real\53019.jpg,0.94726562
data\deepdetect-2025_dddata\ddata\train\real\53352.jpg,0.94726562
data\deepdetect-2025_dddata\ddata\train\real\29501.jpg,0.94726562
data\deepdetect-2025_dddata\ddata\train\real\01844.jpg,0.94677734
data\deepdetect-2025_dddata\ddata\train\real\14600.jpg,0.94677734
data\deepdetect-2025_dddata\ddata\train\real\16502.jpg,0.94531250
data\deepdetect-2025_dddata\ddata\train\real\63746.jpg,0.94433594
data\deepdetect-2025_dddata\ddata\train\real\58392.jpg,0.94384766
data\deepdetect-2025_dddata\ddata\train\real\01688.jpg,0.94335938
data\deepdetect-2025_dddata\ddata\train\real\57227.jpg,0.94287109
data\deepdetect-2025_dddata\ddata\train\real\58419.jpg,0.94238281
data\deepdetect-2025_dddata\ddata\train\real\65226.jpg,0.94140625
data\deepdetect-2025_dddata\ddata\train\real\55370.jpg,0.94091797
data\deepdetect-2025_dddata\ddata\train\real\56498.jpg,0.94042969
data\deepdetect-2025_dddata\ddata\train\real\40516.jpg,0.94042969
data\deepdetect-2025_dddata\ddata\train\real\22949.jpg,0.94042969
data\deepdetect-2025_dddata\ddata\train\real\09314.jpg,0.94042969
data\deepdetect-2025_dddata\ddata\train\real\26848.jpg,0.93994141
data\deepdetect-2025_dddata\ddata\train\real\60769.jpg,0.93945312
data\deepdetect-2025_dddata\ddata\train\real\44410.jpg,0.93945312
data\deepdetect-2025_dddata\ddata\train\real\14823.jpg,0.93896484
data\deepdetect-2025_dddata\ddata\train\real\21688.jpg,0.93896484
data\deepdetect-2025_dddata\ddata\train\real\04605.jpg,0.93847656
data\deepdetect-2025_dddata\ddata\train\real\05639.jpg,0.93847656
data\deepdetect-2025_dddata\ddata\train\real\58030.jpg,0.93798828
data\deepdetect-2025_dddata\ddata\train\real\67265.jpg,0.93701172
data\deepdetect-2025_dddata\ddata\train\real\46984.jpg,0.93652344
data\deepdetect-2025_dddata\ddata\train\real\45103.jpg,0.93652344
data\deepdetect-2025_dddata\ddata\train\real\14617.jpg,0.93652344
data\deepdetect-2025_dddata\ddata\train\real\38969.jpg,0.93603516
data\deepdetect-2025_dddata\ddata\train\real\03913.jpg,0.93554688
data\deepdetect-2025_dddata\ddata\train\real\55991.jpg,0.93554688
data\deepdetect-2025_dddata\ddata\train\real\64608.jpg,0.93554688
data\deepdetect-2025_dddata\ddata\train\real\59662.jpg,0.93554688
data\deepdetect-2025_dddata\ddata\train\real\00373.jpg,0.93505859
data\deepdetect-2025_dddata\ddata\train\real\28402.jpg,0.93505859
data\deepdetect-2025_dddata\ddata\train\real\07754.jpg,0.93457031
data\deepdetect-2025_dddata\ddata\train\real\39779.jpg,0.93359375
data\deepdetect-2025_dddata\ddata\train\real\26723.jpg,0.93310547
data\deepdetect-2025_dddata\ddata\train\real\00606.jpg,0.93310547
data\deepdetect-2025_dddata\ddata\train\real\33400.jpg,0.93261719
data\deepdetect-2025_dddata\ddata\train\real\32374.jpg,0.93261719
data\deepdetect-2025_dddata\ddata\train\real\61011.jpg,0.93261719
data\deepdetect-2025_dddata\ddata\train\real\57862.jpg,0.93212891
data\deepdetect-2025_dddata\ddata\train\real\28305.jpg,0.93212891
data\deepdetect-2025_dddata\ddata\train\real\55553.jpg,0.93164062
data\deepdetect-2025_dddata\ddata\train\real\61295.jpg,0.93164062
data\deepdetect-2025_dddata\ddata\train\real\28308.jpg,0.93066406
data\deepdetect-2025_dddata\ddata\train\real\07524.jpg,0.93066406
data\deepdetect-2025_dddata\ddata\train\real\30685.jpg,0.93017578
data\deepdetect-2025_dddata\ddata\train\real\36345.jpg,0.93017578
data\deepdetect-2025_dddata\ddata\train\real\23853.jpg,0.93017578
data\deepdetect-2025_dddata\ddata\train\real\45228.jpg,0.92968750
data\deepdetect-2025_dddata\ddata\train\real\47337.jpg,0.92968750
data\deepdetect-2025_dddata\ddata\train\real\42832.jpg,0.92968750
data\deepdetect-2025_dddata\ddata\train\real\67693.jpg,0.92919922
data\deepdetect-2025_dddata\ddata\train\real\49939.jpg,0.92919922
data\deepdetect-2025_dddata\ddata\train\real\13211.jpg,0.92822266
data\deepdetect-2025_dddata\ddata\train\real\26961.jpg,0.92822266
data\deepdetect-2025_dddata\ddata\train\real\36030.jpg,0.92773438
data\deepdetect-2025_dddata\ddata\train\real\63504.jpg,0.92773438
data\deepdetect-2025_dddata\ddata\train\real\20765.jpg,0.92773438
data\deepdetect-2025_dddata\ddata\train\real\56907.jpg,0.92773438
data\deepdetect-2025_dddata\ddata\train\real\63681.jpg,0.92773438
data\deepdetect-2025_dddata\ddata\train\real\67011.jpg,0.92724609
data\deepdetect-2025_dddata\ddata\train\real\64433.jpg,0.92724609
data\deepdetect-2025_dddata\ddata\train\real\02557.jpg,0.92675781
data\deepdetect-2025_dddata\ddata\train\real\64038.jpg,0.92626953
data\deepdetect-2025_dddata\ddata\train\real\53040.jpg,0.92626953
data\deepdetect-2025_dddata\ddata\train\real\23026.jpg,0.92529297
data\deepdetect-2025_dddata\ddata\train\real\67382.jpg,0.92529297
data\deepdetect-2025_dddata\ddata\train\real\64896.jpg,0.92529297
data\deepdetect-2025_dddata\ddata\train\real\03032.jpg,0.92382812
data\deepdetect-2025_dddata\ddata\train\real\45335.jpg,0.92382812
data\deepdetect-2025_dddata\ddata\train\real\03573.jpg,0.92333984
data\deepdetect-2025_dddata\ddata\train\real\28564.jpg,0.92236328
data\deepdetect-2025_dddata\ddata\train\real\14031.jpg,0.92236328
data\deepdetect-2025_dddata\ddata\train\real\57245.jpg,0.92236328
data\deepdetect-2025_dddata\ddata\train\real\00714.jpg,0.92236328
data\deepdetect-2025_dddata\ddata\train\real\38653.jpg,0.92187500
data\deepdetect-2025_dddata\ddata\train\real\59196.jpg,0.92187500
data\deepdetect-2025_dddata\ddata\train\real\31914.jpg,0.92187500
data\deepdetect-2025_dddata\ddata\train\real\62877.jpg,0.92187500
data\deepdetect-2025_dddata\ddata\train\real\44580.jpg,0.92187500
data\deepdetect-2025_dddata\ddata\train\real\06289.jpg,0.92187500
data\deepdetect-2025_dddata\ddata\train\real\56394.jpg,0.92138672
data\deepdetect-2025_dddata\ddata\train\real\64954.jpg,0.92138672
data\deepdetect-2025_dddata\ddata\train\real\14841.jpg,0.92089844
data\deepdetect-2025_dddata\ddata\train\real\52312.jpg,0.92089844
data\deepdetect-2025_dddata\ddata\train\real\28395.jpg,0.92041016
data\deepdetect-2025_dddata\ddata\train\real\31235.jpg,0.91992188
data\deepdetect-2025_dddata\ddata\train\real\39343.jpg,0.91943359
data\deepdetect-2025_dddata\ddata\train\real\26458.jpg,0.91943359
data\deepdetect-2025_dddata\ddata\train\real\58858.jpg,0.91894531
data\deepdetect-2025_dddata\ddata\train\real\39396.jpg,0.91894531
data\deepdetect-2025_dddata\ddata\train\real\42352.jpg,0.91845703
data\deepdetect-2025_dddata\ddata\train\real\40840.jpg,0.91845703
data\deepdetect-2025_dddata\ddata\train\real\54770.jpg,0.91845703
data\deepdetect-2025_dddata\ddata\train\real\08607.jpg,0.91796875
data\deepdetect-2025_dddata\ddata\train\real\38554.jpg,0.91748047
data\deepdetect-2025_dddata\ddata\train\real\61894.jpg,0.91699219
data\deepdetect-2025_dddata\ddata\train\real\60346.jpg,0.91699219
data\deepdetect-2025_dddata\ddata\train\real\46586.jpg,0.91601562
data\deepdetect-2025_dddata\ddata\train\real\35395.jpg,0.91601562
data\deepdetect-2025_dddata\ddata\train\real\26023.jpg,0.91552734
data\deepdetect-2025_dddata\ddata\train\real\28770.jpg,0.91552734
data\deepdetect-2025_dddata\ddata\train\real\41525.jpg,0.91503906
data\deepdetect-2025_dddata\ddata\train\real\14858.jpg,0.91455078
data\deepdetect-2025_dddata\ddata\train\real\24928.jpg,0.91406250
data\deepdetect-2025_dddata\ddata\train\real\42295.jpg,0.91406250
data\deepdetect-2025_dddata\ddata\train\real\05108.jpg,0.91406250
data\deepdetect-2025_dddata\ddata\train\real\05141.jpg,0.91406250
data\deepdetect-2025_dddata\ddata\train\real\01176.jpg,0.91357422
data\deepdetect-2025_dddata\ddata\train\real\37018.jpg,0.91259766
data\deepdetect-2025_dddata\ddata\train\real\37683.jpg,0.91259766
data\deepdetect-2025_dddata\ddata\train\real\15304.jpg,0.91259766
data\deepdetect-2025_dddata\ddata\train\real\67498.jpg,0.91210938
data\deepdetect-2025_dddata\ddata\train\real\38127.jpg,0.91210938
data\deepdetect-2025_dddata\ddata\train\real\35273.jpg,0.91162109
data\deepdetect-2025_dddata\ddata\train\real\33915.jpg,0.91162109
data\deepdetect-2025_dddata\ddata\train\real\25249.jpg,0.91162109
data\deepdetect-2025_dddata\ddata\train\real\15947.jpg,0.91162109
data\deepdetect-2025_dddata\ddata\train\real\30370.jpg,0.91113281
data\deepdetect-2025_dddata\ddata\train\real\30427.jpg,0.91113281
data\deepdetect-2025_dddata\ddata\train\real\00919.jpg,0.91113281
data\deepdetect-2025_dddata\ddata\train\real\60151.jpg,0.91015625
data\deepdetect-2025_dddata\ddata\train\real\31009.jpg,0.90966797
data\deepdetect-2025_dddata\ddata\train\real\63246.jpg,0.90917969
data\deepdetect-2025_dddata\ddata\train\real\12165.jpg,0.90869141
data\deepdetect-2025_dddata\ddata\train\real\22020.jpg,0.90820312
data\deepdetect-2025_dddata\ddata\train\real\41938.jpg,0.90820312
data\deepdetect-2025_dddata\ddata\train\real\18948.jpg,0.90820312
data\deepdetect-2025_dddata\ddata\train\real\64182.jpg,0.90820312
data\deepdetect-2025_dddata\ddata\train\real\28226.jpg,0.90820312
data\deepdetect-2025_dddata\ddata\train\real\25239.jpg,0.90820312
data\deepdetect-2025_dddata\ddata\train\real\61989.jpg,0.90771484
data\deepdetect-2025_dddata\ddata\train\real\08074.jpg,0.90771484
data\deepdetect-2025_dddata\ddata\train\real\58804.jpg,0.90722656
data\deepdetect-2025_dddata\ddata\train\real\51633.jpg,0.90722656
data\deepdetect-2025_dddata\ddata\train\real\08186.jpg,0.90722656
data\deepdetect-2025_dddata\ddata\train\real\45405.jpg,0.90673828
data\deepdetect-2025_dddata\ddata\train\real\59559.jpg,0.90625000
data\deepdetect-2025_dddata\ddata\train\real\66047.jpg,0.90576172
data\deepdetect-2025_dddata\ddata\train\real\46050.jpg,0.90576172
data\deepdetect-2025_dddata\ddata\train\real\19345.jpg,0.90478516
data\deepdetect-2025_dddata\ddata\train\real\53315.jpg,0.90429688
data\deepdetect-2025_dddata\ddata\train\real\02863.jpg,0.90380859
data\deepdetect-2025_dddata\ddata\train\real\13443.jpg,0.90380859
data\deepdetect-2025_dddata\ddata\train\real\54684.jpg,0.90380859
data\deepdetect-2025_dddata\ddata\train\real\06897.jpg,0.90332031
data\deepdetect-2025_dddata\ddata\train\real\42966.jpg,0.90332031
data\deepdetect-2025_dddata\ddata\train\real\26207.jpg,0.90332031
data\deepdetect-2025_dddata\ddata\train\real\29775.jpg,0.90332031
data\deepdetect-2025_dddata\ddata\train\real\63856.jpg,0.90332031
data\deepdetect-2025_dddata\ddata\train\real\38688.jpg,0.90283203
data\deepdetect-2025_dddata\ddata\train\real\07843.jpg,0.90283203
data\deepdetect-2025_dddata\ddata\train\real\42704.jpg,0.90283203
data\deepdetect-2025_dddata\ddata\train\real\47056.jpg,0.90283203
data\deepdetect-2025_dddata\ddata\train\real\59458.jpg,0.90185547
data\deepdetect-2025_dddata\ddata\train\real\21075.jpg,0.90185547
data\deepdetect-2025_dddata\ddata\train\real\51222.jpg,0.90136719
data\deepdetect-2025_dddata\ddata\train\real\37022.jpg,0.90136719
data\deepdetect-2025_dddata\ddata\train\real\68249.jpg,0.90087891
data\deepdetect-2025_dddata\ddata\train\real\28237.jpg,0.90087891
data\deepdetect-2025_dddata\ddata\train\real\64304.jpg,0.90087891
data\deepdetect-2025_dddata\ddata\train\real\64346.jpg,0.89990234
data\deepdetect-2025_dddata\ddata\train\real\55361.jpg,0.89990234
data\deepdetect-2025_dddata\ddata\train\real\18299.jpg,0.89941406
data\deepdetect-2025_dddata\ddata\train\real\50553.jpg,0.89892578
data\deepdetect-2025_dddata\ddata\train\real\53838.jpg,0.89892578
data\deepdetect-2025_dddata\ddata\train\real\53940.jpg,0.89843750
data\deepdetect-2025_dddata\ddata\train\real\56432.jpg,0.89843750
data\deepdetect-2025_dddata\ddata\train\real\38220.jpg,0.89794922
data\deepdetect-2025_dddata\ddata\train\real\09306.jpg,0.89794922
data\deepdetect-2025_dddata\ddata\train\real\22610.jpg,0.89746094
data\deepdetect-2025_dddata\ddata\train\real\14779.jpg,0.89697266
data\deepdetect-2025_dddata\ddata\train\real\46506.jpg,0.89648438
data\deepdetect-2025_dddata\ddata\train\real\64560.jpg,0.89648438
data\deepdetect-2025_dddata\ddata\train\real\33063.jpg,0.89599609
data\deepdetect-2025_dddata\ddata\train\real\42263.jpg,0.89550781
data\deepdetect-2025_dddata\ddata\train\real\54815.jpg,0.89550781
data\deepdetect-2025_dddata\ddata\train\real\30208.jpg,0.89550781
data\deepdetect-2025_dddata\ddata\train\real\29447.jpg,0.89501953
data\deepdetect-2025_dddata\ddata\train\real\45207.jpg,0.89501953
data\deepdetect-2025_dddata\ddata\train\real\61682.jpg,0.89453125
data\deepdetect-2025_dddata\ddata\train\real\09544.jpg,0.89453125
data\deepdetect-2025_dddata\ddata\train\real\46480.jpg,0.89453125
data\deepdetect-2025_dddata\ddata\train\real\39868.jpg,0.89404297
data\deepdetect-2025_dddata\ddata\train\real\34265.jpg,0.89355469
data\deepdetect-2025_dddata\ddata\train\real\66335.jpg,0.89355469
data\deepdetect-2025_dddata\ddata\train\real\05315.jpg,0.89306641
data\deepdetect-2025_dddata\ddata\train\real\47508.jpg,0.89257812
data\deepdetect-2025_dddata\ddata\train\real\33461.jpg,0.89257812
data\deepdetect-2025_dddata\ddata\train\real\66036.jpg,0.89257812
data\deepdetect-2025_dddata\ddata\train\real\11379.jpg,0.89257812
data\deepdetect-2025_dddata\ddata\train\real\29457.jpg,0.89208984
data\deepdetect-2025_dddata\ddata\train\real\52208.jpg,0.89208984
data\deepdetect-2025_dddata\ddata\train\real\42635.jpg,0.89208984
data\deepdetect-2025_dddata\ddata\train\real\08557.jpg,0.89160156
data\deepdetect-2025_dddata\ddata\train\real\39282.jpg,0.89160156
data\deepdetect-2025_dddata\ddata\train\real\51140.jpg,0.89160156
data\deepdetect-2025_dddata\ddata\train\real\56994.jpg,0.89111328
data\deepdetect-2025_dddata\ddata\train\real\32583.jpg,0.89062500
data\deepdetect-2025_dddata\ddata\train\real\32282.jpg,0.88964844
data\deepdetect-2025_dddata\ddata\train\real\39813.jpg,0.88916016
data\deepdetect-2025_dddata\ddata\train\real\04545.jpg,0.88916016
data\deepdetect-2025_dddata\ddata\train\real\04326.jpg,0.88818359
data\deepdetect-2025_dddata\ddata\train\real\35234.jpg,0.88818359
data\deepdetect-2025_dddata\ddata\train\real\18788.jpg,0.88769531
data\deepdetect-2025_dddata\ddata\train\real\43749.jpg,0.88769531
data\deepdetect-2025_dddata\ddata\train\real\66984.jpg,0.88720703
data\deepdetect-2025_dddata\ddata\train\real\61956.jpg,0.88720703
data\deepdetect-2025_dddata\ddata\train\real\42346.jpg,0.88720703
data\deepdetect-2025_dddata\ddata\train\real\14905.jpg,0.88671875
data\deepdetect-2025_dddata\ddata\train\real\58849.jpg,0.88671875
data\deepdetect-2025_dddata\ddata\train\real\68391.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\67562.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\00880.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\33709.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\47785.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\02251.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\20862.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\55837.jpg,0.88574219
data\deepdetect-2025_dddata\ddata\train\real\31247.jpg,0.88574219
data\deepdetect-2025_dddata\ddata\train\real\46594.jpg,0.88574219
data\deepdetect-2025_dddata\ddata\train\real\02379.jpg,0.88525391
data\deepdetect-2025_dddata\ddata\train\real\57773.jpg,0.88427734
data\deepdetect-2025_dddata\ddata\train\real\39479.jpg,0.88427734
data\deepdetect-2025_dddata\ddata\train\real\14354.jpg,0.88427734
data\deepdetect-2025_dddata\ddata\train\real\59077.jpg,0.88427734
data\deepdetect-2025_dddata\ddata\train\real\27951.jpg,0.88378906
data\deepdetect-2025_dddata\ddata\train\real\33048.jpg,0.88330078
data\deepdetect-2025_dddata\ddata\train\real\06303.jpg,0.88330078
data\deepdetect-2025_dddata\ddata\train\real\08990.jpg,0.88281250
data\deepdetect-2025_dddata\ddata\train\real\55803.jpg,0.88281250
data\deepdetect-2025_dddata\ddata\train\real\62459.jpg,0.88134766
data\deepdetect-2025_dddata\ddata\train\real\46364.jpg,0.88134766
data\deepdetect-2025_dddata\ddata\train\real\09160.jpg,0.88085938
data\deepdetect-2025_dddata\ddata\train\real\34508.jpg,0.88037109
data\deepdetect-2025_dddata\ddata\train\real\11840.jpg,0.88037109
data\deepdetect-2025_dddata\ddata\train\real\10473.jpg,0.87988281
data\deepdetect-2025_dddata\ddata\train\real\28497.jpg,0.87988281
data\deepdetect-2025_dddata\ddata\train\real\44027.jpg,0.87939453
data\deepdetect-2025_dddata\ddata\train\real\31903.jpg,0.87939453
data\deepdetect-2025_dddata\ddata\train\real\20622.jpg,0.87939453
data\deepdetect-2025_dddata\ddata\train\real\01205.jpg,0.87939453
data\deepdetect-2025_dddata\ddata\train\real\27549.jpg,0.87939453
data\deepdetect-2025_dddata\ddata\train\real\50713.jpg,0.87939453
data\deepdetect-2025_dddata\ddata\train\real\56986.jpg,0.87890625
data\deepdetect-2025_dddata\ddata\train\real\13257.jpg,0.87890625
data\deepdetect-2025_dddata\ddata\train\real\37982.jpg,0.87841797
data\deepdetect-2025_dddata\ddata\train\real\66107.jpg,0.87841797
data\deepdetect-2025_dddata\ddata\train\real\42788.jpg,0.87841797
data\deepdetect-2025_dddata\ddata\train\real\48102.jpg,0.87841797
data\deepdetect-2025_dddata\ddata\train\real\36938.jpg,0.87792969
data\deepdetect-2025_dddata\ddata\train\real\00284.jpg,0.87792969
data\deepdetect-2025_dddata\ddata\train\real\44273.jpg,0.87744141
data\deepdetect-2025_dddata\ddata\train\real\34628.jpg,0.87646484
data\deepdetect-2025_dddata\ddata\train\real\47615.jpg,0.87597656
data\deepdetect-2025_dddata\ddata\train\real\09638.jpg,0.87597656
data\deepdetect-2025_dddata\ddata\train\real\53506.jpg,0.87597656
data\deepdetect-2025_dddata\ddata\train\real\36134.jpg,0.87548828
data\deepdetect-2025_dddata\ddata\train\real\42476.jpg,0.87548828
data\deepdetect-2025_dddata\ddata\train\real\28513.jpg,0.87548828
data\deepdetect-2025_dddata\ddata\train\real\14702.jpg,0.87500000
data\deepdetect-2025_dddata\ddata\train\real\15249.jpg,0.87402344
data\deepdetect-2025_dddata\ddata\train\real\29604.jpg,0.87402344
