path,prob_fake
data\deepdetect-2025_dddata\ddata\train\real\08787.jpg,0.93457031
data\deepdetect-2025_dddata\ddata\train\real\60466.jpg,0.93408203
data\deepdetect-2025_dddata\ddata\train\real\62095.jpg,0.93359375
data\deepdetect-2025_dddata\ddata\train\real\03694.jpg,0.93310547
data\deepdetect-2025_dddata\ddata\train\real\68226.jpg,0.93310547
data\deepdetect-2025_dddata\ddata\train\real\58154.jpg,0.93261719
data\deepdetect-2025_dddata\ddata\train\real\06089.jpg,0.93261719
data\deepdetect-2025_dddata\ddata\train\real\12560.jpg,0.93261719
data\deepdetect-2025_dddata\ddata\train\real\55553.jpg,0.93212891
data\deepdetect-2025_dddata\ddata\train\real\11989.jpg,0.93212891
data\deepdetect-2025_dddata\ddata\train\real\09245.jpg,0.93212891
data\deepdetect-2025_dddata\ddata\train\real\46510.jpg,0.93164062
data\deepdetect-2025_dddata\ddata\train\real\34961.jpg,0.93115234
data\deepdetect-2025_dddata\ddata\train\real\31391.jpg,0.93115234
data\deepdetect-2025_dddata\ddata\train\real\20973.jpg,0.93115234
data\deepdetect-2025_dddata\ddata\train\real\45218.jpg,0.93066406
data\deepdetect-2025_dddata\ddata\train\real\07241.jpg,0.93066406
data\deepdetect-2025_dddata\ddata\train\real\30685.jpg,0.93017578
data\deepdetect-2025_dddata\ddata\train\real\25314.jpg,0.93017578
data\deepdetect-2025_dddata\ddata\train\real\63638.jpg,0.92968750
data\deepdetect-2025_dddata\ddata\train\real\06743.jpg,0.92919922
data\deepdetect-2025_dddata\ddata\train\real\20534.jpg,0.92871094
data\deepdetect-2025_dddata\ddata\train\real\06952.jpg,0.92773438
data\deepdetect-2025_dddata\ddata\train\real\55230.jpg,0.92724609
data\deepdetect-2025_dddata\ddata\train\real\21825.jpg,0.92675781
data\deepdetect-2025_dddata\ddata\train\real\68370.jpg,0.92626953
data\deepdetect-2025_dddata\ddata\train\real\27766.jpg,0.92578125
data\deepdetect-2025_dddata\ddata\train\real\05171.jpg,0.92529297
data\deepdetect-2025_dddata\ddata\train\real\30041.jpg,0.92529297
data\deepdetect-2025_dddata\ddata\train\real\15014.jpg,0.92480469
data\deepdetect-2025_dddata\ddata\train\real\10473.jpg,0.92480469
data\deepdetect-2025_dddata\ddata\train\real\02442.jpg,0.92431641
data\deepdetect-2025_dddata\ddata\train\real\39878.jpg,0.92431641
data\deepdetect-2025_dddata\ddata\train\real\63660.jpg,0.92285156
data\deepdetect-2025_dddata\ddata\train\real\26161.jpg,0.92236328
data\deepdetect-2025_dddata\ddata\train\real\14612.jpg,0.92187500
data\deepdetect-2025_dddata\ddata\train\real\55981.jpg,0.92138672
data\deepdetect-2025_dddata\ddata\train\real\06914.jpg,0.92089844
data\deepdetect-2025_dddata\ddata\train\real\24510.jpg,0.92089844
data\deepdetect-2025_dddata\ddata\train\real\01205.jpg,0.92041016
data\deepdetect-2025_dddata\ddata\train\real\26068.jpg,0.92041016
data\deepdetect-2025_dddata\ddata\train\real\39493.jpg,0.91992188
data\deepdetect-2025_dddata\ddata\train\real\26106.jpg,0.91943359
data\deepdetect-2025_dddata\ddata\train\real\27952.jpg,0.91943359
data\deepdetect-2025_dddata\ddata\train\real\03604.jpg,0.91894531
data\deepdetect-2025_dddata\ddata\train\real\04538.jpg,0.91845703
data\deepdetect-2025_dddata\ddata\train\real\27736.jpg,0.91796875
data\deepdetect-2025_dddata\ddata\train\real\16018.jpg,0.91699219
data\deepdetect-2025_dddata\ddata\train\real\41706.jpg,0.91601562
data\deepdetect-2025_dddata\ddata\train\real\25789.jpg,0.91552734
data\deepdetect-2025_dddata\ddata\train\real\16777.jpg,0.91552734
data\deepdetect-2025_dddata\ddata\train\real\13132.jpg,0.91552734
data\deepdetect-2025_dddata\ddata\train\real\36235.jpg,0.91552734
data\deepdetect-2025_dddata\ddata\train\real\11932.jpg,0.91503906
data\deepdetect-2025_dddata\ddata\train\real\33967.jpg,0.91406250
data\deepdetect-2025_dddata\ddata\train\real\17836.jpg,0.91406250
data\deepdetect-2025_dddata\ddata\train\real\56983.jpg,0.91357422
data\deepdetect-2025_dddata\ddata\train\real\26935.jpg,0.91259766
data\deepdetect-2025_dddata\ddata\train\real\15053.jpg,0.91259766
data\deepdetect-2025_dddata\ddata\train\real\15359.jpg,0.91259766
data\deepdetect-2025_dddata\ddata\train\real\19579.jpg,0.91210938
data\deepdetect-2025_dddata\ddata\train\real\40241.jpg,0.91210938
data\deepdetect-2025_dddata\ddata\train\real\19336.jpg,0.91162109
data\deepdetect-2025_dddata\ddata\train\real\34628.jpg,0.90966797
data\deepdetect-2025_dddata\ddata\train\real\36868.jpg,0.90966797
data\deepdetect-2025_dddata\ddata\train\real\63325.jpg,0.90917969
data\deepdetect-2025_dddata\ddata\train\real\52180.jpg,0.90869141
data\deepdetect-2025_dddata\ddata\train\real\34428.jpg,0.90869141
data\deepdetect-2025_dddata\ddata\train\real\35851.jpg,0.90820312
data\deepdetect-2025_dddata\ddata\train\real\30882.jpg,0.90820312
data\deepdetect-2025_dddata\ddata\train\real\56498.jpg,0.90722656
data\deepdetect-2025_dddata\ddata\train\real\18277.jpg,0.90673828
data\deepdetect-2025_dddata\ddata\train\real\02700.jpg,0.90673828
data\deepdetect-2025_dddata\ddata\train\real\21398.jpg,0.90625000
data\deepdetect-2025_dddata\ddata\train\real\53714.jpg,0.90625000
data\deepdetect-2025_dddata\ddata\train\real\46309.jpg,0.90527344
data\deepdetect-2025_dddata\ddata\train\real\52791.jpg,0.90527344
data\deepdetect-2025_dddata\ddata\train\real\49504.jpg,0.90527344
data\deepdetect-2025_dddata\ddata\train\real\31459.jpg,0.90527344
data\deepdetect-2025_dddata\ddata\train\real\47677.jpg,0.90478516
data\deepdetect-2025_dddata\ddata\train\real\00877.jpg,0.90478516
data\deepdetect-2025_dddata\ddata\train\real\58087.jpg,0.90478516
data\deepdetect-2025_dddata\ddata\train\real\46240.jpg,0.90429688
data\deepdetect-2025_dddata\ddata\train\real\37468.jpg,0.90429688
data\deepdetect-2025_dddata\ddata\train\real\38709.jpg,0.90429688
data\deepdetect-2025_dddata\ddata\train\real\35011.jpg,0.90380859
data\deepdetect-2025_dddata\ddata\train\real\47239.jpg,0.90380859
data\deepdetect-2025_dddata\ddata\train\real\30635.jpg,0.90332031
data\deepdetect-2025_dddata\ddata\train\real\36776.jpg,0.90283203
data\deepdetect-2025_dddata\ddata\train\real\68165.jpg,0.90234375
data\deepdetect-2025_dddata\ddata\train\real\50772.jpg,0.90185547
data\deepdetect-2025_dddata\ddata\train\real\56683.jpg,0.90136719
data\deepdetect-2025_dddata\ddata\train\real\01427.jpg,0.90136719
data\deepdetect-2025_dddata\ddata\train\real\50839.jpg,0.90136719
data\deepdetect-2025_dddata\ddata\train\real\30819.jpg,0.90087891
data\deepdetect-2025_dddata\ddata\train\real\35417.jpg,0.90087891
data\deepdetect-2025_dddata\ddata\train\real\57256.jpg,0.90039062
data\deepdetect-2025_dddata\ddata\train\real\10122.jpg,0.90039062
data\deepdetect-2025_dddata\ddata\train\real\47227.jpg,0.89746094
data\deepdetect-2025_dddata\ddata\train\real\01844.jpg,0.89697266
data\deepdetect-2025_dddata\ddata\train\real\40271.jpg,0.89599609
data\deepdetect-2025_dddata\ddata\train\real\23318.jpg,0.89550781
data\deepdetect-2025_dddata\ddata\train\real\10801.jpg,0.89550781
data\deepdetect-2025_dddata\ddata\train\real\04396.jpg,0.89501953
data\deepdetect-2025_dddata\ddata\train\real\66998.jpg,0.89404297
data\deepdetect-2025_dddata\ddata\train\real\57628.jpg,0.89404297
data\deepdetect-2025_dddata\ddata\train\real\20845.jpg,0.89306641
data\deepdetect-2025_dddata\ddata\train\real\11309.jpg,0.89257812
data\deepdetect-2025_dddata\ddata\train\real\30643.jpg,0.89208984
data\deepdetect-2025_dddata\ddata\train\real\62686.jpg,0.89160156
data\deepdetect-2025_dddata\ddata\train\real\12207.jpg,0.89160156
data\deepdetect-2025_dddata\ddata\train\real\67972.jpg,0.89160156
data\deepdetect-2025_dddata\ddata\train\real\29885.jpg,0.89111328
data\deepdetect-2025_dddata\ddata\train\real\19960.jpg,0.89111328
data\deepdetect-2025_dddata\ddata\train\real\53116.jpg,0.89062500
data\deepdetect-2025_dddata\ddata\train\real\63582.jpg,0.89062500
data\deepdetect-2025_dddata\ddata\train\real\27892.jpg,0.89062500
data\deepdetect-2025_dddata\ddata\train\real\24966.jpg,0.88964844
data\deepdetect-2025_dddata\ddata\train\real\35490.jpg,0.88964844
data\deepdetect-2025_dddata\ddata\train\real\44302.jpg,0.88916016
data\deepdetect-2025_dddata\ddata\train\real\66467.jpg,0.88916016
data\deepdetect-2025_dddata\ddata\train\real\11215.jpg,0.88867188
data\deepdetect-2025_dddata\ddata\train\real\26213.jpg,0.88867188
data\deepdetect-2025_dddata\ddata\train\real\47367.jpg,0.88818359
data\deepdetect-2025_dddata\ddata\train\real\28377.jpg,0.88818359
data\deepdetect-2025_dddata\ddata\train\real\41099.jpg,0.88769531
data\deepdetect-2025_dddata\ddata\train\real\30594.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\67699.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\51755.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\13971.jpg,0.88623047
data\deepdetect-2025_dddata\ddata\train\real\27576.jpg,0.88574219
data\deepdetect-2025_dddata\ddata\train\real\56423.jpg,0.88525391
data\deepdetect-2025_dddata\ddata\train\real\50291.jpg,0.88525391
data\deepdetect-2025_dddata\ddata\train\real\50555.jpg,0.88525391
data\deepdetect-2025_dddata\ddata\train\real\08557.jpg,0.88427734
data\deepdetect-2025_dddata\ddata\train\real\45032.jpg,0.88427734
data\deepdetect-2025_dddata\ddata\train\real\63799.jpg,0.88427734
data\deepdetect-2025_dddata\ddata\train\real\36318.jpg,0.88378906
data\deepdetect-2025_dddata\ddata\train\real\16535.jpg,0.88378906
data\deepdetect-2025_dddata\ddata\train\real\15024.jpg,0.88330078
data\deepdetect-2025_dddata\ddata\train\real\03813.jpg,0.88330078
data\deepdetect-2025_dddata\ddata\train\real\23852.jpg,0.88330078
data\deepdetect-2025_dddata\ddata\train\real\07533.jpg,0.88183594
data\deepdetect-2025_dddata\ddata\train\real\39516.jpg,0.88183594
data\deepdetect-2025_dddata\ddata\train\real\11334.jpg,0.88134766
data\deepdetect-2025_dddata\ddata\train\real\18012.jpg,0.88085938
data\deepdetect-2025_dddata\ddata\train\real\17297.jpg,0.88037109
data\deepdetect-2025_dddata\ddata\train\real\04418.jpg,0.88037109
data\deepdetect-2025_dddata\ddata\train\real\65354.jpg,0.88037109
data\deepdetect-2025_dddata\ddata\train\real\56578.jpg,0.87988281
data\deepdetect-2025_dddata\ddata\train\real\50094.jpg,0.87988281
data\deepdetect-2025_dddata\ddata\train\real\58372.jpg,0.87939453
data\deepdetect-2025_dddata\ddata\train\real\36719.jpg,0.87890625
data\deepdetect-2025_dddata\ddata\train\real\53149.jpg,0.87890625
data\deepdetect-2025_dddata\ddata\train\real\48087.jpg,0.87792969
data\deepdetect-2025_dddata\ddata\train\real\67924.jpg,0.87792969
data\deepdetect-2025_dddata\ddata\train\real\23609.jpg,0.87744141
data\deepdetect-2025_dddata\ddata\train\real\31066.jpg,0.87695312
data\deepdetect-2025_dddata\ddata\train\real\29775.jpg,0.87597656
data\deepdetect-2025_dddata\ddata\train\real\02306.jpg,0.87500000
data\deepdetect-2025_dddata\ddata\train\real\04132.jpg,0.87451172
data\deepdetect-2025_dddata\ddata\train\real\08805.jpg,0.87451172
data\deepdetect-2025_dddata\ddata\train\real\31869.jpg,0.87402344
data\deepdetect-2025_dddata\ddata\train\real\56906.jpg,0.87402344
data\deepdetect-2025_dddata\ddata\train\real\27930.jpg,0.87353516
data\deepdetect-2025_dddata\ddata\train\real\19134.jpg,0.87304688
data\deepdetect-2025_dddata\ddata\train\real\22781.jpg,0.87255859
data\deepdetect-2025_dddata\ddata\train\real\13613.jpg,0.87207031
data\deepdetect-2025_dddata\ddata\train\real\18704.jpg,0.87207031
data\deepdetect-2025_dddata\ddata\train\real\08074.jpg,0.87109375
data\deepdetect-2025_dddata\ddata\train\real\20581.jpg,0.87060547
data\deepdetect-2025_dddata\ddata\train\real\09551.jpg,0.87060547
data\deepdetect-2025_dddata\ddata\train\real\51636.jpg,0.87060547
data\deepdetect-2025_dddata\ddata\train\real\58813.jpg,0.87011719
data\deepdetect-2025_dddata\ddata\train\real\31922.jpg,0.86962891
data\deepdetect-2025_dddata\ddata\train\real\39704.jpg,0.86865234
data\deepdetect-2025_dddata\ddata\train\real\47428.jpg,0.86816406
data\deepdetect-2025_dddata\ddata\train\real\09797.jpg,0.86816406
data\deepdetect-2025_dddata\ddata\train\real\51633.jpg,0.86816406
data\deepdetect-2025_dddata\ddata\train\real\09372.jpg,0.86767578
data\deepdetect-2025_dddata\ddata\train\real\61757.jpg,0.86718750
data\deepdetect-2025_dddata\ddata\train\real\35774.jpg,0.86718750
data\deepdetect-2025_dddata\ddata\train\real\57908.jpg,0.86718750
data\deepdetect-2025_dddata\ddata\train\real\37773.jpg,0.86621094
data\deepdetect-2025_dddata\ddata\train\real\29204.jpg,0.86572266
data\deepdetect-2025_dddata\ddata\train\real\07079.jpg,0.86523438
data\deepdetect-2025_dddata\ddata\train\real\05965.jpg,0.86474609
data\deepdetect-2025_dddata\ddata\train\real\29677.jpg,0.86425781
data\deepdetect-2025_dddata\ddata\train\real\12403.jpg,0.86425781
data\deepdetect-2025_dddata\ddata\train\real\46679.jpg,0.86376953
data\deepdetect-2025_dddata\ddata\train\real\15290.jpg,0.86328125
data\deepdetect-2025_dddata\ddata\train\real\40903.jpg,0.86279297
data\deepdetect-2025_dddata\ddata\train\real\53159.jpg,0.86279297
data\deepdetect-2025_dddata\ddata\train\real\17246.jpg,0.86230469
data\deepdetect-2025_dddata\ddata\train\real\00393.jpg,0.86230469
data\deepdetect-2025_dddata\ddata\train\real\51282.jpg,0.86083984
data\deepdetect-2025_dddata\ddata\train\real\50911.jpg,0.86035156
data\deepdetect-2025_dddata\ddata\train\real\38727.jpg,0.85937500
data\deepdetect-2025_dddata\ddata\train\real\29770.jpg,0.85937500
data\deepdetect-2025_dddata\ddata\train\real\19901.jpg,0.85888672
data\deepdetect-2025_dddata\ddata\train\real\66334.jpg,0.85888672
data\deepdetect-2025_dddata\ddata\train\real\56153.jpg,0.85791016
data\deepdetect-2025_dddata\ddata\train\real\24415.jpg,0.85791016
data\deepdetect-2025_dddata\ddata\train\real\46100.jpg,0.85693359
data\deepdetect-2025_dddata\ddata\train\real\49543.jpg,0.85644531
data\deepdetect-2025_dddata\ddata\train\real\64724.jpg,0.85546875
data\deepdetect-2025_dddata\ddata\train\real\26906.jpg,0.85546875
data\deepdetect-2025_dddata\ddata\train\real\27145.jpg,0.85546875
data\deepdetect-2025_dddata\ddata\train\real\05102.jpg,0.85351562
data\deepdetect-2025_dddata\ddata\train\real\63639.jpg,0.85351562
data\deepdetect-2025_dddata\ddata\train\real\47339.jpg,0.85156250
data\deepdetect-2025_dddata\ddata\train\real\62633.jpg,0.85156250
data\deepdetect-2025_dddata\ddata\train\real\41419.jpg,0.85107422
data\deepdetect-2025_dddata\ddata\train\real\46883.jpg,0.85058594
data\deepdetect-2025_dddata\ddata\train\real\61162.jpg,0.85058594
data\deepdetect-2025_dddata\ddata\train\real\28475.jpg,0.85058594
data\deepdetect-2025_dddata\ddata\train\real\50233.jpg,0.85009766
data\deepdetect-2025_dddata\ddata\train\real\05048.jpg,0.85009766
data\deepdetect-2025_dddata\ddata\train\real\27650.jpg,0.84960938
data\deepdetect-2025_dddata\ddata\train\real\67516.jpg,0.84960938
data\deepdetect-2025_dddata\ddata\train\real\10207.jpg,0.84960938
data\deepdetect-2025_dddata\ddata\train\real\50394.jpg,0.84960938
data\deepdetect-2025_dddata\ddata\train\real\05580.jpg,0.84912109
data\deepdetect-2025_dddata\ddata\train\real\31951.jpg,0.84912109
data\deepdetect-2025_dddata\ddata\train\real\34978.jpg,0.84863281
data\deepdetect-2025_dddata\ddata\train\real\58877.jpg,0.84765625
data\deepdetect-2025_dddata\ddata\train\real\51060.jpg,0.84716797
data\deepdetect-2025_dddata\ddata\train\real\31549.jpg,0.84716797
data\deepdetect-2025_dddata\ddata\train\real\17855.jpg,0.84716797
data\deepdetect-2025_dddata\ddata\train\real\54297.jpg,0.84667969
data\deepdetect-2025_dddata\ddata\train\real\05977.jpg,0.84667969
data\deepdetect-2025_dddata\ddata\train\real\54395.jpg,0.84667969
data\deepdetect-2025_dddata\ddata\train\real\05566.jpg,0.84667969
data\deepdetect-2025_dddata\ddata\train\real\50150.jpg,0.84619141
data\deepdetect-2025_dddata\ddata\train\real\10394.jpg,0.84619141
data\deepdetect-2025_dddata\ddata\train\real\15947.jpg,0.84619141
data\deepdetect-2025_dddata\ddata\train\real\01987.jpg,0.84619141
data\deepdetect-2025_dddata\ddata\train\real\04643.jpg,0.84619141
data\deepdetect-2025_dddata\ddata\train\real\15542.jpg,0.84570312
data\deepdetect-2025_dddata\ddata\train\real\58089.jpg,0.84570312
data\deepdetect-2025_dddata\ddata\train\real\27266.jpg,0.84521484
data\deepdetect-2025_dddata\ddata\train\real\57473.jpg,0.84521484
data\deepdetect-2025_dddata\ddata\train\real\63088.jpg,0.84472656
data\deepdetect-2025_dddata\ddata\train\real\12123.jpg,0.84472656
data\deepdetect-2025_dddata\ddata\train\real\52316.jpg,0.84423828
data\deepdetect-2025_dddata\ddata\train\real\23853.jpg,0.84423828
data\deepdetect-2025_dddata\ddata\train\real\08402.jpg,0.84228516
data\deepdetect-2025_dddata\ddata\train\real\47151.jpg,0.84179688
data\deepdetect-2025_dddata\ddata\train\real\35931.jpg,0.84179688
data\deepdetect-2025_dddata\ddata\train\real\19909.jpg,0.84179688
data\deepdetect-2025_dddata\ddata\train\real\65628.jpg,0.84130859
data\deepdetect-2025_dddata\ddata\train\real\29501.jpg,0.84130859
data\deepdetect-2025_dddata\ddata\train\real\01417.jpg,0.84082031
data\deepdetect-2025_dddata\ddata\train\real\48062.jpg,0.84082031
data\deepdetect-2025_dddata\ddata\train\real\11592.jpg,0.83935547
data\deepdetect-2025_dddata\ddata\train\real\18708.jpg,0.83935547
data\deepdetect-2025_dddata\ddata\train\real\18808.jpg,0.83935547
data\deepdetect-2025_dddata\ddata\train\real\54417.jpg,0.83935547
data\deepdetect-2025_dddata\ddata\train\real\00965.jpg,0.83886719
data\deepdetect-2025_dddata\ddata\train\real\59397.jpg,0.83886719
data\deepdetect-2025_dddata\ddata\train\real\02191.jpg,0.83886719
data\deepdetect-2025_dddata\ddata\train\real\17200.jpg,0.83642578
data\deepdetect-2025_dddata\ddata\train\real\14159.jpg,0.83642578
data\deepdetect-2025_dddata\ddata\train\real\43574.jpg,0.83593750
data\deepdetect-2025_dddata\ddata\train\real\05544.jpg,0.83593750
data\deepdetect-2025_dddata\ddata\train\real\02097.jpg,0.83496094
